State,BudgetDetail,value,Year
Massachusetts,Percent from Federal Government,28.40,2009
Massachusetts,Percent from Federal Government,38.30,2010
Massachusetts,Percent from Federal Government,27.28,2012
Massachusetts,Percent from Federal Government,,2014
Massachusetts,Percent from Federal Government,,2015
Massachusetts,Percent from Federal Government,34.90,2011
Massachusetts,Percent from Federal Government,27.53,2011_old
Massachusetts,Percent from Federal Government,25.06,2013
Massachusetts,Percent from Federal Government,,2013_old
Massachusetts,Percent from Fees / Other,3.50,2009
Massachusetts,Percent from Fees / Other,8.90,2010
Massachusetts,Percent from Fees / Other,22.33,2012
Massachusetts,Percent from Fees / Other,,2014
Massachusetts,Percent from Fees / Other,,2015
Massachusetts,Percent from Fees / Other,2.80,2011
Massachusetts,Percent from Fees / Other,21.29,2011_old
Massachusetts,Percent from Fees / Other,24.12,2013
Massachusetts,Percent from Fees / Other,,2013_old
Massachusetts,Percent from General Fund,68.10,2009
Massachusetts,Percent from General Fund,52.80,2010
Massachusetts,Percent from General Fund,50.39,2012
Massachusetts,Percent from General Fund,,2014
Massachusetts,Percent from General Fund,,2015
Massachusetts,Percent from General Fund,62.30,2011
Massachusetts,Percent from General Fund,51.27,2011_old
Massachusetts,Percent from General Fund,50.82,2013
Massachusetts,Percent from General Fund,,2013_old
Massachusetts,Status of Budget,Final,2009
Massachusetts,Status of Budget,Final,2010
Massachusetts,Status of Budget,Current,2012
Massachusetts,Status of Budget,Final,2014
Massachusetts,Status of Budget,Final,2015
Massachusetts,Status of Budget,Governor's,2011
Massachusetts,Status of Budget,Final,2011_old
Massachusetts,Status of Budget,Recommended,2013
Massachusetts,Status of Budget,Final,2013_old
Michigan,Amount from Federal Government,,2012
Michigan,Amount from Federal Government,150779700,2014
Michigan,Amount from Federal Government,149749600,2015
Michigan,Amount from Federal Government,,2011_old
Michigan,Amount from Federal Government,,2013
Michigan,Amount from Federal Government,161687500,2013_old
Michigan,Amount from Fees / Other,,2012
Michigan,Amount from Fees / Other,337284600,2014
Michigan,Amount from Fees / Other,331966300,2015
Michigan,Amount from Fees / Other,,2011_old
Michigan,Amount from Fees / Other,,2013
Michigan,Amount from Fees / Other,238668500,2013_old
Michigan,Amount from General Fund,,2012
Michigan,Amount from General Fund,29154500,2014
Michigan,Amount from General Fund,37475900,2015
Michigan,Amount from General Fund,,2011_old
Michigan,Amount from General Fund,,2013
Michigan,Amount from General Fund,29812400,2013_old
Michigan,Amount of Budget from SRF,Included,2012
Michigan,Amount of Budget from SRF,Included,2011_old
Michigan,Amount of Budget from SRF,Included,2013
Michigan,Environmental Agency Budget,428987100,2012
Michigan,Environmental Agency Budget,517218800,2014
Michigan,Environmental Agency Budget,519191800,2015
Michigan,Environmental Agency Budget,467685200,2011_old
Michigan,Environmental Agency Budget,431429900,2013
Michigan,Environmental Agency Budget,430168400,2013_old
Michigan,Percent from Federal Government,37.50,2012
Michigan,Percent from Federal Government,,2014
Michigan,Percent from Federal Government,,2015
Michigan,Percent from Federal Government,39.70,2011_old
Michigan,Percent from Federal Government,37.50,2013
Michigan,Percent from Federal Government,,2013_old
Michigan,Percent from Fees / Other,55.90,2012
Michigan,Percent from Fees / Other,,2014
Michigan,Percent from Fees / Other,,2015
Michigan,Percent from Fees / Other,55.10,2011_old
Michigan,Percent from Fees / Other,55.60,2013
Michigan,Percent from Fees / Other,,2013_old
Michigan,Percent from General Fund,6.60,2012
Michigan,Percent from General Fund,,2014
Michigan,Percent from General Fund,,2015
Michigan,Percent from General Fund,5.20,2011_old
Michigan,Percent from General Fund,6.90,2013
Michigan,Percent from General Fund,,2013_old
Michigan,Status of Budget,Current,2012
Michigan,Status of Budget,Final,2014
Michigan,Status of Budget,Final,2015
Michigan,Status of Budget,Final,2011_old
Michigan,Status of Budget,Enacted,2013
Michigan,Status of Budget,Final,2013_old
Minnesota,Amount from Federal Government,,2012
Minnesota,Amount from Federal Government,22704363,2014
Minnesota,Amount from Federal Government,23349201,2015
Minnesota,Amount from Federal Government,,2011_old
Minnesota,Amount from Federal Government,,2013
Minnesota,Amount from Federal Government,21984908,2013_old
Minnesota,Amount from Fees / Other,,2012
Minnesota,Amount from Fees / Other,150803088,2014
Minnesota,Amount from Fees / Other,172356685,2015
Minnesota,Amount from Fees / Other,,2011_old
Minnesota,Amount from Fees / Other,,2013
Minnesota,Amount from Fees / Other,153976598,2013_old
Minnesota,Amount from General Fund,,2012
Minnesota,Amount from General Fund,4181851,2014
Minnesota,Amount from General Fund,5141730,2015
Minnesota,Amount from General Fund,,2011_old
Minnesota,Amount from General Fund,,2013
Minnesota,Amount from General Fund,4877025,2013_old
Minnesota,Amount of Budget from SRF,41301000,2012
Minnesota,Amount of Budget from SRF,43220000,2011_old
Minnesota,Amount of Budget from SRF,,2013
Minnesota,Environmental Agency Budget,,2012
Minnesota,Environmental Agency Budget,177689301,2014
Minnesota,Environmental Agency Budget,200847616,2015
Minnesota,Environmental Agency Budget,,2011_old
Minnesota,Environmental Agency Budget,,2013
Minnesota,Environmental Agency Budget,180838531,2013_old
Minnesota,Environmental Agency Budget (No SRF),,2012
Minnesota,Environmental Agency Budget (No SRF),,2011_old
Minnesota,Environmental Agency Budget (No SRF),,2013
Minnesota,Environmental Agency Budget (SRF Added),232076000,2012
Minnesota,Environmental Agency Budget (SRF Added),241851000,2011_old
Minnesota,Environmental Agency Budget (SRF Added),175070000,2013
Minnesota,Percent from Federal Government,16.63,2012
Minnesota,Percent from Federal Government,,2014
Minnesota,Percent from Federal Government,,2015
Minnesota,Percent from Federal Government,12.92,2011_old
Minnesota,Percent from Federal Government,12.50,2013
Minnesota,Percent from Federal Government,,2013_old
Minnesota,Percent from Fees / Other,80.86,2012
Minnesota,Percent from Fees / Other,,2014
Minnesota,Percent from Fees / Other,,2015
Minnesota,Percent from Fees / Other,81.83,2011_old
Minnesota,Percent from Fees / Other,84.60,2013
Minnesota,Percent from Fees / Other,,2013_old
Minnesota,Percent from General Fund,2.51,2012
Minnesota,Percent from General Fund,,2014
Minnesota,Percent from General Fund,,2015
Minnesota,Percent from General Fund,5.25,2011_old
Minnesota,Percent from General Fund,2.90,2013
Minnesota,Percent from General Fund,,2013_old
Minnesota,Status of Budget,Current,2012
Minnesota,Status of Budget,Final,2014
Minnesota,Status of Budget,Final,2015
Minnesota,Status of Budget,Final,2011_old
Minnesota,Status of Budget,Proposed,2013
Minnesota,Status of Budget,Final,2013_old
Mississippi,Amount from Federal Government,,2012
Mississippi,Amount from Federal Government,125168559,2014
Mississippi,Amount from Federal Government,118253359,2015
Mississippi,Amount from Federal Government,,2011_old
Mississippi,Amount from Federal Government,,2013
Mississippi,Amount from Federal Government,158921437,2013_old
Mississippi,Amount from Fees / Other,,2012
Mississippi,Amount from Fees / Other,123297806,2014
Mississippi,Amount from Fees / Other,130594604,2015
Mississippi,Amount from Fees / Other,,2011_old
Mississippi,Amount from Fees / Other,,2013
Mississippi,Amount from Fees / Other,89354896,2013_old
Mississippi,Amount from General Fund,,2012
Mississippi,Amount from General Fund,10228415,2014
Mississippi,Amount from General Fund,11780405,2015
Mississippi,Amount from General Fund,,2011_old
Mississippi,Amount from General Fund,,2013
Mississippi,Amount from General Fund,10228929,2013_old
Mississippi,Amount of Budget from SRF,22203000,2012
Mississippi,Amount of Budget from SRF,23240000,2011_old
Mississippi,Amount of Budget from SRF,,2013
Mississippi,Environmental Agency Budget,,2012
Mississippi,Environmental Agency Budget,258694780,2014
Mississippi,Environmental Agency Budget,260628404,2015
Mississippi,Environmental Agency Budget,,2011_old
Mississippi,Environmental Agency Budget,,2013
Mississippi,Environmental Agency Budget,258505262,2013_old
Mississippi,Environmental Agency Budget (No SRF),,2012
Mississippi,Environmental Agency Budget (No SRF),,2011_old
Mississippi,Environmental Agency Budget (No SRF),,2013
Mississippi,Environmental Agency Budget (SRF Added),281291022,2012
Mississippi,Environmental Agency Budget (SRF Added),282667171,2011_old
Mississippi,Environmental Agency Budget (SRF Added),,2013
Mississippi,Environmental Agency Budget Excludes SRF,Yes,2014
Mississippi,Environmental Agency Budget Excludes SRF,Yes,2015
Mississippi,Environmental Agency Budget Excludes SRF,Yes,2013_old
Mississippi,Percent from Federal Government,64.71,2012
Mississippi,Percent from Federal Government,,2014
Mississippi,Percent from Federal Government,,2015
Mississippi,Percent from Federal Government,58.12,2011_old
Mississippi,Percent from Federal Government,,2013
Mississippi,Percent from Federal Government,,2013_old
Mississippi,Percent from Fees / Other,31.11,2012
Mississippi,Percent from Fees / Other,,2014
Mississippi,Percent from Fees / Other,,2015
Mississippi,Percent from Fees / Other,37.57,2011_old
Mississippi,Percent from Fees / Other,,2013
Mississippi,Percent from Fees / Other,,2013_old
Mississippi,Percent from General Fund,4.17,2012
Mississippi,Percent from General Fund,,2014
Mississippi,Percent from General Fund,,2015
Mississippi,Percent from General Fund,4.30,2011_old
Mississippi,Percent from General Fund,,2013
Mississippi,Percent from General Fund,,2013_old
Mississippi,Status of Budget,Estimated,2012
Mississippi,Status of Budget,Appropriated,2014
Mississippi,Status of Budget,Appropriated,2015
Mississippi,Status of Budget,Actual,2011_old
Mississippi,Status of Budget,,2013
Mississippi,Status of Budget,Appropriated,2013_old
Missouri,Amount from Federal Government,,2012
Missouri,Amount from Federal Government,71076651,2014
Missouri,Amount from Federal Government,72840912,2015
Missouri,Amount from Federal Government,,2011_old
Missouri,Amount from Federal Government,,2013
Missouri,Amount from Federal Government,51253870,2013_old
Missouri,Amount from Fees / Other,,2012
Missouri,Amount from Fees / Other,575912171,2014
Missouri,Amount from Fees / Other,786895331,2015
Missouri,Amount from Fees / Other,,2011_old
Missouri,Amount from Fees / Other,,2013
Missouri,Amount from Fees / Other,446107759,2013_old
Missouri,Amount from General Fund,,2012
Missouri,Amount from General Fund,8430695,2014
Missouri,Amount from General Fund,8329670,2015
Missouri,Amount from General Fund,,2011_old
Missouri,Amount from General Fund,,2013
Missouri,Amount from General Fund,8167254,2013_old
Missouri,Amount of Budget from SRF,Included,2012
Missouri,Amount of Budget from SRF,Included,2011_old
Missouri,Amount of Budget from SRF,Included,2013
Missouri,Environmental Agency Budget,264770210,2012
Missouri,Environmental Agency Budget,655419517,2014
Missouri,Environmental Agency Budget,868065913,2015
Missouri,Environmental Agency Budget,332525551,2011_old
Missouri,Environmental Agency Budget,505528883,2013
Missouri,Environmental Agency Budget,505528883,2013_old
Missouri,Percent from Federal Government,18.19,2012
Missouri,Percent from Federal Government,,2014
Missouri,Percent from Federal Government,,2015
Missouri,Percent from Federal Government,34.45,2011_old
Missouri,Percent from Federal Government,10.14,2013
Missouri,Percent from Federal Government,,2013_old
Missouri,Percent from Fees / Other,78.75,2012
Missouri,Percent from Fees / Other,,2014
Missouri,Percent from Fees / Other,,2015
Missouri,Percent from Fees / Other,63.09,2011_old
Missouri,Percent from Fees / Other,88.24,2013
Missouri,Percent from Fees / Other,,2013_old
Missouri,Percent from General Fund,3.06,2012
Missouri,Percent from General Fund,,2014
Missouri,Percent from General Fund,,2015
Missouri,Percent from General Fund,2.46,2011_old
Missouri,Percent from General Fund,1.62,2013
Missouri,Percent from General Fund,,2013_old
Missouri,Status of Budget,Final,2012
Missouri,Status of Budget,Final,2014
Missouri,Status of Budget,Final,2015
Missouri,Status of Budget,Final,2011_old
Missouri,Status of Budget,Final,2013
Missouri,Status of Budget,Final,2013_old
Montana,Amount from Federal Government,,2012
Montana,Amount from Federal Government,28971801,2014
Montana,Amount from Federal Government,38144480,2015
Montana,Amount from Federal Government,,2011_old
Montana,Amount from Federal Government,,2013
Montana,Amount from Federal Government,28679495,2013_old
Montana,Amount from Fees / Other,,2012
Montana,Amount from Fees / Other,38181069,2014
Montana,Amount from Fees / Other,36978393,2015
Montana,Amount from Fees / Other,,2011_old
Montana,Amount from Fees / Other,,2013
Montana,Amount from Fees / Other,37969601,2013_old
Montana,Amount from General Fund,,2012
Montana,Amount from General Fund,5341608,2014
Montana,Amount from General Fund,5316002,2015
Montana,Amount from General Fund,,2011_old
Montana,Amount from General Fund,,2013
Montana,Amount from General Fund,5114141,2013_old
Montana,Amount of Budget from SRF,15983000,2012
Montana,Amount of Budget from SRF,16740000,2011_old
Montana,Amount of Budget from SRF,,2013
Montana,Environmental Agency Budget,,2012
Montana,Environmental Agency Budget,72494478,2014
Montana,Environmental Agency Budget,80438875,2015
Montana,Environmental Agency Budget,,2011_old
Montana,Environmental Agency Budget,,2013
Montana,Environmental Agency Budget,71763237,2013_old
Montana,Environmental Agency Budget (No SRF),,2012
Montana,Environmental Agency Budget (No SRF),,2011_old
Montana,Environmental Agency Budget (No SRF),,2013
Montana,Environmental Agency Budget (SRF Added),74209820,2012
Montana,Environmental Agency Budget (SRF Added),75941557,2011_old
Montana,Environmental Agency Budget (SRF Added),58222952,2013
Montana,Environmental Agency Budget Excludes SRF,Yes,2014
Montana,Environmental Agency Budget Excludes SRF,Yes,2015
Montana,Environmental Agency Budget Excludes SRF,Yes,2013_old
Montana,Percent from Federal Government,37.14,2012
Montana,Percent from Federal Government,,2014
Montana,Percent from Federal Government,,2015
Montana,Percent from Federal Government,38.88,2011_old
Montana,Percent from Federal Government,37.12,2013
Montana,Percent from Federal Government,,2013_old
Montana,Percent from Fees / Other,53.46,2012
Montana,Percent from Fees / Other,,2014
Montana,Percent from Fees / Other,,2015
Montana,Percent from Fees / Other,51.92,2011_old
Montana,Percent from Fees / Other,53.47,2013
Montana,Percent from Fees / Other,,2013_old
Montana,Percent from General Fund,9.38,2012
Montana,Percent from General Fund,,2014
Montana,Percent from General Fund,,2015
Montana,Percent from General Fund,9.19,2011_old
Montana,Percent from General Fund,9.39,2013
Montana,Percent from General Fund,,2013_old
Montana,Status of Budget,Current,2012
Montana,Status of Budget,Final,2014
Montana,Status of Budget,Final,2015
Montana,Status of Budget,Enacted,2011_old
Montana,Status of Budget,Budgeted,2013
Montana,Status of Budget,Final,2013_old
Nebraska,Amount from Federal Government,,2012
Nebraska,Amount from Federal Government,29036090,2014
Nebraska,Amount from Federal Government,46822538,2015
Nebraska,Amount from Federal Government,32434035,2016
Nebraska,Amount from Federal Government,,2011_old
Nebraska,Amount from Federal Government,,2013
Nebraska,Amount from Fees / Other,,2012
Nebraska,Amount from Fees / Other,23661622,2014
Nebraska,Amount from Fees / Other,21870416,2015
Nebraska,Amount from Fees / Other,26295263,2016
Nebraska,Amount from Fees / Other,,2011_old
Nebraska,Amount from Fees / Other,,2013
Nebraska,Amount from General Fund,,2012
Nebraska,Amount from General Fund,5467533,2014
Nebraska,Amount from General Fund,5924637,2015
Nebraska,Amount from General Fund,5483798,2016
Nebraska,Amount from General Fund,,2011_old
Nebraska,Amount from General Fund,,2013
Nebraska,Amount of Budget from SRF,Included,2012
Nebraska,Amount of Budget from SRF,Included,2011_old
Nebraska,Amount of Budget from SRF,Included,2013
Nebraska,Environmental Agency Budget,70177716,2012
Nebraska,Environmental Agency Budget,58165245,2014
Nebraska,Environmental Agency Budget,74617591,2015
Nebraska,Environmental Agency Budget,64213097,2016
Nebraska,Environmental Agency Budget,69263520,2011_old
Nebraska,Environmental Agency Budget,68214446,2013
Nebraska,Percent from Federal Government,42.38,2012
Nebraska,Percent from Federal Government,,2014
Nebraska,Percent from Federal Government,,2015
Nebraska,Percent from Federal Government,,2016
Nebraska,Percent from Federal Government,55.20,2011_old
Nebraska,Percent from Federal Government,43.54,2013
Nebraska,Percent from Fees / Other,46.34,2012
Nebraska,Percent from Fees / Other,,2014
Nebraska,Percent from Fees / Other,,2015
Nebraska,Percent from Fees / Other,,2016
Nebraska,Percent from Fees / Other,32.29,2011_old
Nebraska,Percent from Fees / Other,48.06,2013
Nebraska,Percent from General Fund,11.28,2012
Nebraska,Percent from General Fund,,2014
Nebraska,Percent from General Fund,,2015
Nebraska,Percent from General Fund,,2016
Nebraska,Percent from General Fund,12.51,2011_old
Nebraska,Percent from General Fund,8.40,2013
Nebraska,Status of Budget,Current,2012
Nebraska,Status of Budget,N/A,2014
Nebraska,Status of Budget,N/A,2015
Nebraska,Status of Budget,N/A,2016
Nebraska,Status of Budget,Expended,2011_old
Nebraska,Status of Budget,Enacted,2013
Nevada,Amount from Federal Government,,2009
Nevada,Amount from Federal Government,,2010
Nevada,Amount from Federal Government,,2012
Nevada,Amount from Federal Government,12621343,2014
Nevada,Amount from Federal Government,13367992,2015
Nevada,Amount from Federal Government,,2011
Nevada,Amount from Federal Government,,2011_old
Nevada,Amount from Federal Government,,2013
Nevada,Amount from Federal Government,13642338,2013_old
Nevada,Amount from Fees / Other,,2009
Nevada,Amount from Fees / Other,,2010
Nevada,Amount from Fees / Other,,2012
Nevada,Amount from Fees / Other,20301853,2014
Nevada,Amount from Fees / Other,24051864,2015
Nevada,Amount from Fees / Other,,2011
Nevada,Amount from Fees / Other,,2011_old
Nevada,Amount from Fees / Other,,2013
Nevada,Amount from Fees / Other,26974786,2013_old
Nevada,Amount from General Fund,,2009
Nevada,Amount from General Fund,,2010
Nevada,Amount from General Fund,,2012
Nevada,Amount from General Fund,0,2014
Nevada,Amount from General Fund,0,2015
Nevada,Amount from General Fund,,2011
Nevada,Amount from General Fund,,2011_old
Nevada,Amount from General Fund,,2013
Nevada,Amount from General Fund,0,2013_old
Nevada,Amount of Budget from SRF,Included,2012
Nevada,Amount of Budget from SRF,Included,2011_old
Nevada,Amount of Budget from SRF,Included,2013
Nevada,Environmental Agency Budget,30589435,2009
Nevada,Environmental Agency Budget,31634453,2010
Nevada,Environmental Agency Budget,78853147,2012
Nevada,Environmental Agency Budget,31639598,2011
Nevada,Environmental Agency Budget,95045027,2011_old
Nevada,Environmental Agency Budget,82617731,2013
Nevada,Percent from Federal Government,37,2009
Nevada,Percent from Federal Government,37,2010
Nevada,Percent from Federal Government,46,2012
Nevada,Percent from Federal Government,,2014
Nevada,Percent from Federal Government,,2015
Nevada,Percent from Federal Government,37,2011
Nevada,Percent from Federal Government,46,2011_old
Nevada,Percent from Federal Government,36,2013
Nevada,Percent from Federal Government,,2013_old
Nevada,Percent from Fees / Other,61,2009
Nevada,Percent from Fees / Other,62,2010
Nevada,Percent from Fees / Other,54,2012
Nevada,Percent from Fees / Other,,2014
Nevada,Percent from Fees / Other,,2015
Nevada,Percent from Fees / Other,62,2011
Nevada,Percent from Fees / Other,54,2011_old
Nevada,Percent from Fees / Other,64,2013
Nevada,Percent from Fees / Other,,2013_old
Nevada,Percent from General Fund,2,2009
Nevada,Percent from General Fund,1,2010
Nevada,Percent from General Fund,0,2012
Nevada,Percent from General Fund,,2014
Nevada,Percent from General Fund,,2015
Nevada,Percent from General Fund,1,2011
Nevada,Percent from General Fund,0,2011_old
Nevada,Percent from General Fund,0,2013
Nevada,Percent from General Fund,,2013_old
Nevada,Status of Budget,Actual,2009
Nevada,Status of Budget,Legislatively Approved,2010
Nevada,Status of Budget,Current,2012
Nevada,Status of Budget,Approved,2014
Nevada,Status of Budget,Approved,2015
Nevada,Status of Budget,Legislatively Approved,2011
Nevada,Status of Budget,Final,2011_old
Nevada,Status of Budget,Projected,2013
Nevada,Status of Budget,Approved,2013_old
New Hampshire,Amount from Federal Government,,2012
New Hampshire,Amount from Federal Government,54552843,2014
New Hampshire,Amount from Federal Government,54756472,2015
New Hampshire,Amount from Federal Government,,2011_old
New Hampshire,Amount from Federal Government,,2013
New Hampshire,Amount from Federal Government,74720522,2013_old
New Hampshire,Amount from Fees / Other,,2012
New Hampshire,Amount from Fees / Other,102912492,2014
New Hampshire,Amount from Fees / Other,102780151,2015
New Hampshire,Amount from Fees / Other,,2011_old
New Hampshire,Amount from Fees / Other,,2013
New Hampshire,Amount from Fees / Other,110962837,2013_old
New Hampshire,Amount from General Fund,,2012
New Hampshire,Amount from General Fund,19806123,2014
New Hampshire,Amount from General Fund,19245271,2015
New Hampshire,Amount from General Fund,,2011_old
New Hampshire,Amount from General Fund,,2013
New Hampshire,Amount from General Fund,14350958,2013_old
New Hampshire,Amount of Budget from SRF,Included,2012
New Hampshire,Amount of Budget from SRF,Included,2011_old
New Hampshire,Amount of Budget from SRF,Included,2013
New Hampshire,Environmental Agency Budget,210905558,2012
New Hampshire,Environmental Agency Budget,177271458,2014
New Hampshire,Environmental Agency Budget,176781894,2015
New Hampshire,Environmental Agency Budget,225939534,2011_old
New Hampshire,Environmental Agency Budget,202450251,2013
New Hampshire,Environmental Agency Budget,200034317,2013_old
New Hampshire,Percent from Federal Government,36.74,2012
New Hampshire,Percent from Federal Government,,2014
New Hampshire,Percent from Federal Government,,2015
New Hampshire,Percent from Federal Government,31.93,2011_old
New Hampshire,Percent from Federal Government,37.80,2013
New Hampshire,Percent from Federal Government,,2013_old
New Hampshire,Percent from Fees / Other,54.94,2012
New Hampshire,Percent from Fees / Other,,2014
New Hampshire,Percent from Fees / Other,,2015
New Hampshire,Percent from Fees / Other,59.18,2011_old
New Hampshire,Percent from Fees / Other,54.48,2013
New Hampshire,Percent from Fees / Other,,2013_old
New Hampshire,Percent from General Fund,8.32,2012
New Hampshire,Percent from General Fund,,2014
New Hampshire,Percent from General Fund,,2015
New Hampshire,Percent from General Fund,8.89,2011_old
New Hampshire,Percent from General Fund,7.72,2013
New Hampshire,Percent from General Fund,,2013_old
New Hampshire,Status of Budget,Current,2012
New Hampshire,Status of Budget,Final,2014
New Hampshire,Status of Budget,Final,2015
New Hampshire,Status of Budget,Final,2011_old
New Hampshire,Status of Budget,Proposed,2013
New Hampshire,Status of Budget,Final,2013_old
New Jersey,Amount from Federal Government,,2012
New Jersey,Amount from Federal Government,,2011_old
New Jersey,Amount from Federal Government,,2013
New Jersey,Amount from Fees / Other,,2012
New Jersey,Amount from Fees / Other,,2011_old
New Jersey,Amount from Fees / Other,,2013
New Jersey,Amount from General Fund,,2012
New Jersey,Amount from General Fund,,2011_old
New Jersey,Amount from General Fund,,2013
New Jersey,Amount of Budget from SRF,Included,2012
New Jersey,Amount of Budget from SRF,Included,2011_old
New Jersey,Amount of Budget from SRF,Included,2013
New Jersey,Environmental Agency Budget,178138000,2012
New Jersey,Environmental Agency Budget,145635000,2011_old
New Jersey,Environmental Agency Budget,196236000,2013
New Jersey,Percent from Federal Government,32.21,2012
New Jersey,Percent from Federal Government,11.03,2011_old
New Jersey,Percent from Federal Government,32.54,2013
New Jersey,Percent from Fees / Other,11.75,2012
New Jersey,Percent from Fees / Other,16.33,2011_old
New Jersey,Percent from Fees / Other,10.80,2013
New Jersey,Percent from General Fund,56.04,2012
New Jersey,Percent from General Fund,72.63,2011_old
New Jersey,Percent from General Fund,56.65,2013
New Jersey,Status of Budget,Appropriated,2012
New Jersey,Status of Budget,Actual,2011_old
New Jersey,Status of Budget,Recommended,2013
New York,Amount from Federal Government,,2012
New York,Amount from Federal Government,331906048,2014
New York,Amount from Federal Government,210299484,2015
New York,Amount from Federal Government,,2011_old
New York,Amount from Federal Government,,2013
New York,Amount from Federal Government,306526026,2013_old
New York,Amount from Fees / Other,,2012
New York,Amount from Fees / Other,390918388,2014
New York,Amount from Fees / Other,370670568,2015
New York,Amount from Fees / Other,,2011_old
New York,Amount from Fees / Other,,2013
New York,Amount from Fees / Other,401790320,2013_old
New York,Amount from General Fund,,2012
New York,Amount from General Fund,67656174,2014
New York,Amount from General Fund,65367869,2015
New York,Amount from General Fund,,2011_old
New York,Amount from General Fund,,2013
New York,Amount from General Fund,64905903,2013_old
New York,Amount of Budget from SRF,216715000,2012
New York,Amount of Budget from SRF,226694000,2011_old
New York,Amount of Budget from SRF,,2013
New York,Environmental Agency Budget,,2012
New York,Environmental Agency Budget,790480610,2014
New York,Environmental Agency Budget,646337921,2015
New York,Environmental Agency Budget,,2011_old
New York,Environmental Agency Budget,,2013
New York,Environmental Agency Budget,773222249,2013_old
New York,Environmental Agency Budget (No SRF),,2012
New York,Environmental Agency Budget (No SRF),,2011_old
New York,Environmental Agency Budget (No SRF),,2013
New York,Environmental Agency Budget (SRF Added),793843946,2012
New York,Environmental Agency Budget (SRF Added),735172855,2011_old
New York,Environmental Agency Budget (SRF Added),666526514,2013
New York,Percent from Federal Government,17.00,2012
New York,Percent from Federal Government,,2014
New York,Percent from Federal Government,,2015
New York,Percent from Federal Government,15.00,2011_old
New York,Percent from Federal Government,15.00,2013
New York,Percent from Federal Government,,2013_old
New York,Percent from Fees / Other,52.00,2012
New York,Percent from Fees / Other,,2014
New York,Percent from Fees / Other,,2015
New York,Percent from Fees / Other,57.00,2011_old
New York,Percent from Fees / Other,57.00,2013
New York,Percent from Fees / Other,,2013_old
New York,Percent from General Fund,31.00,2012
New York,Percent from General Fund,,2014
New York,Percent from General Fund,,2015
New York,Percent from General Fund,28.00,2011_old
New York,Percent from General Fund,28.00,2013
New York,Percent from General Fund,,2013_old
New York,Status of Budget,Actual,2012
New York,Status of Budget,Final,2014
New York,Status of Budget,Final,2015
New York,Status of Budget,Actual,2011_old
New York,Status of Budget,Projected,2013
New York,Status of Budget,Final,2013_old
North Carolina,Amount from Federal Government,,2009
North Carolina,Amount from Federal Government,,2010
North Carolina,Amount from Federal Government,,2012
North Carolina,Amount from Federal Government,,2011
North Carolina,Amount from Federal Government,,2011_old
North Carolina,Amount from Federal Government,,2013
North Carolina,Amount from Fees / Other,,2009
North Carolina,Amount from Fees / Other,,2010
North Carolina,Amount from Fees / Other,,2012
North Carolina,Amount from Fees / Other,,2011
North Carolina,Amount from Fees / Other,,2011_old
North Carolina,Amount from Fees / Other,,2013
North Carolina,Amount from General Fund,,2009
North Carolina,Amount from General Fund,,2010
North Carolina,Amount from General Fund,,2012
North Carolina,Amount from General Fund,,2011
North Carolina,Amount from General Fund,,2011_old
North Carolina,Amount from General Fund,,2013
North Carolina,Amount of Budget from SRF,Included,2012
North Carolina,Amount of Budget from SRF,Included,2011_old
North Carolina,Amount of Budget from SRF,Included,2013
North Carolina,Environmental Agency Budget,492814022,2009
North Carolina,Environmental Agency Budget,340943272,2010
North Carolina,Environmental Agency Budget,393512955,2012
North Carolina,Environmental Agency Budget,361361090,2011
North Carolina,Environmental Agency Budget,390815728,2011_old
North Carolina,Environmental Agency Budget,388875321,2013
North Carolina,Percent from Federal Government,29,2009
North Carolina,Percent from Federal Government,31.80,2010
North Carolina,Percent from Federal Government,36.45,2012
North Carolina,Percent from Federal Government,30.20,2011
North Carolina,Percent from Federal Government,49.93,2011_old
North Carolina,Percent from Federal Government,36.89,2013
North Carolina,Percent from Fees / Other,16.50,2009
North Carolina,Percent from Fees / Other,36.20,2010
North Carolina,Percent from Fees / Other,30.34,2012
North Carolina,Percent from Fees / Other,30.40,2011
North Carolina,Percent from Fees / Other,29.82,2011_old
North Carolina,Percent from Fees / Other,30.42,2013
North Carolina,Percent from General Fund,54.50,2009
North Carolina,Percent from General Fund,32.00,2010
North Carolina,Percent from General Fund,33.21,2012
North Carolina,Percent from General Fund,39.40,2011
North Carolina,Percent from General Fund,20.25,2011_old
North Carolina,Percent from General Fund,32.69,2013
North Carolina,Status of Budget,Final,2009
North Carolina,Status of Budget,Current,2010
North Carolina,Status of Budget,Current,2012
North Carolina,Status of Budget,Proposed,2011
North Carolina,Status of Budget,Final,2011_old
North Carolina,Status of Budget,Proposed,2013
North Dakota,Amount from Federal Government,,2012
North Dakota,Amount from Federal Government,11538033,2014
North Dakota,Amount from Federal Government,11538033,2015
North Dakota,Amount from Federal Government,,2011_old
North Dakota,Amount from Federal Government,,2013
North Dakota,Amount from Federal Government,12621348,2013_old
North Dakota,Amount from Fees / Other,,2012
North Dakota,Amount from Fees / Other,3437355,2014
North Dakota,Amount from Fees / Other,3437355,2015
North Dakota,Amount from Fees / Other,,2011_old
North Dakota,Amount from Fees / Other,,2013
North Dakota,Amount from Fees / Other,2863558,2013_old
North Dakota,Amount from General Fund,,2012
North Dakota,Amount from General Fund,4442133,2014
North Dakota,Amount from General Fund,4442133,2015
