State,BudgetDetail,value,Year
Nebraska,Amount from Federal Government,32434035,2016
Nebraska,Amount from Federal Government,32434035,2016_old
Nebraska,Amount from Federal Government,46025238,2017
Nebraska,Amount from Federal Government,36538467,2018
Nebraska,Amount from Federal Government,36633904,2019
Nebraska,Amount from Federal Government,39675692,2020
Nebraska,Amount from Federal Government,35624933,2021
Nebraska,Amount from Federal Government,47902115,2022
Nebraska,Amount from Federal Government,54557409,2023
Nebraska,Amount from Fees / Other,23661622,2014
Nebraska,Amount from Fees / Other,21870416,2015
Nebraska,Amount from Fees / Other,26295263,2016
Nebraska,Amount from Fees / Other,26295263,2016_old
Nebraska,Amount from Fees / Other,36285066,2017
Nebraska,Amount from Fees / Other,32154225,2018
Nebraska,Amount from Fees / Other,32242681,2019
Nebraska,Amount from Fees / Other,(763860),2020
Nebraska,Amount from Fees / Other,(682806),2021
Nebraska,Amount from Fees / Other,(1454392),2022
Nebraska,Amount from Fees / Other,(1100721),2023
Nebraska,Amount from General Fund,5467533,2014
Nebraska,Amount from General Fund,5924637,2015
Nebraska,Amount from General Fund,5483798,2016
Nebraska,Amount from General Fund,5483798,2016_old
Nebraska,Amount from General Fund,6854864,2017
Nebraska,Amount from General Fund,3994702,2018
Nebraska,Amount from General Fund,3652217,2019
Nebraska,Amount from General Fund,3680358,2020
Nebraska,Amount from General Fund,3839973,2021
Nebraska,Amount from General Fund,4628185,2022
Nebraska,Amount from General Fund,5650608,2023
Nebraska,Amount of Budget from SRF,Included,2011_old
Nebraska,Amount of Budget from SRF,Included,2012
Nebraska,Amount of Budget from SRF,Included,2013
Nebraska,Environmental Agency Budget,69263520,2011_old
Nebraska,Environmental Agency Budget,70177716,2012
Nebraska,Environmental Agency Budget,68214446,2013
Nebraska,Environmental Agency Budget,58165245,2014
Nebraska,Environmental Agency Budget,74617591,2015
Nebraska,Environmental Agency Budget,64213096,2016
Nebraska,Environmental Agency Budget,64213097,2016_old
Nebraska,Environmental Agency Budget,89165168,2017
Nebraska,Environmental Agency Budget,72687394,2018
Nebraska,Environmental Agency Budget,72528802,2019
Nebraska,Environmental Agency Budget,61713600,2020
Nebraska,Environmental Agency Budget,61110028,2021
Nebraska,Environmental Agency Budget,118352792,2022
Nebraska,Environmental Agency Budget,150287447,2023
Nebraska,Percent from Federal Government,55.20,2011_old
Nebraska,Percent from Federal Government,42.38,2012
Nebraska,Percent from Federal Government,43.54,2013
Nebraska,Percent from Federal Government,50.51,2016
Nebraska,Percent from Federal Government,50.51,2016_old
Nebraska,Percent from Federal Government,51.62,2017
Nebraska,Percent from Federal Government,50.27,2018
Nebraska,Percent from Federal Government,50.51,2019
Nebraska,Percent from Federal Government,64.29,2020
Nebraska,Percent from Federal Government,58.3,2021
Nebraska,Percent from Federal Government,40.47,2022
Nebraska,Percent from Federal Government,36.3,2023
Nebraska,Percent from Fees / Other,32.29,2011_old
Nebraska,Percent from Fees / Other,46.34,2012
Nebraska,Percent from Fees / Other,48.06,2013
Nebraska,Percent from Fees / Other,40.95,2016
Nebraska,Percent from Fees / Other,40.95,2016_old
Nebraska,Percent from Fees / Other,40.69,2017
Nebraska,Percent from Fees / Other,44.24,2018
Nebraska,Percent from Fees / Other,44.46,2019
Nebraska,Percent from General Fund,12.51,2011_old
Nebraska,Percent from General Fund,11.28,2012
Nebraska,Percent from General Fund,8.40,2013
Nebraska,Percent from General Fund,8.54,2016
Nebraska,Percent from General Fund,8.54,2016_old
Nebraska,Percent from General Fund,7.69,2017
Nebraska,Percent from General Fund,5.5,2018
Nebraska,Percent from General Fund,5.04,2019
Nebraska,Percent from General Fund,5.96,2020
Nebraska,Percent from General Fund,6.28,2021
Nebraska,Percent from General Fund,3.91,2022
Nebraska,Percent from General Fund,3.76,2023
Nebraska,Status of Budget,Expended,2011_old
Nebraska,Status of Budget,Current,2012
Nebraska,Status of Budget,Enacted,2013
Nebraska,Status of Budget,N/A,2016
Nebraska,Status of Budget,N/A,2017
Nebraska,Status of Budget,N/A,2018
Nebraska,Status of Budget,N/A,2019
Nebraska,Status of Budget,Actual,2020
Nebraska,Status of Budget,Actual,2021
Nebraska,Status of Budget,Actual,2022
Nebraska,Status of Budget,Actual,2023
Nevada,Amount from Federal Government,13642338,2013_old
Nevada,Amount from Federal Government,12621343,2014
Nevada,Amount from Federal Government,13367992,2015
Nevada,Amount from Fees / Other,26974786,2013_old
Nevada,Amount from Fees / Other,20301853,2014
Nevada,Amount from Fees / Other,24051864,2015
Nevada,Amount from General Fund,0,2013_old
Nevada,Amount from General Fund,0,2014
Nevada,Amount from General Fund,0,2015
Nevada,Amount from General Fund,-0-,2016
Nevada,Amount from General Fund,-0-,2016_old
Nevada,Amount from General Fund,-0-,2017
Nevada,Amount from General Fund,-0-,2018
Nevada,Amount from General Fund,-0-,2019
Nevada,Amount from General Fund,-0-,2020
Nevada,Amount from General Fund,-0-,2021
Nevada,Amount from General Fund,-0-,2022
Nevada,Amount from General Fund,-0-,2023
Nevada,Amount of Budget from SRF,Included,2011_old
Nevada,Amount of Budget from SRF,Included,2012
Nevada,Amount of Budget from SRF,Included,2013
Nevada,Environmental Agency Budget,30589435,2009
Nevada,Environmental Agency Budget,31634453,2010
Nevada,Environmental Agency Budget,31639598,2011
Nevada,Environmental Agency Budget,95045027,2011_old
Nevada,Environmental Agency Budget,78853147,2012
Nevada,Environmental Agency Budget,82617731,2013
Nevada,Environmental Agency Budget,49208224,2020
Nevada,Environmental Agency Budget,52490262,2021
Nevada,Environmental Agency Budget,53651030,2022
Nevada,Environmental Agency Budget,51961516,2023
Nevada,Percent from Federal Government,37,2009
Nevada,Percent from Federal Government,37,2010
Nevada,Percent from Federal Government,37,2011
Nevada,Percent from Federal Government,46,2011_old
Nevada,Percent from Federal Government,46,2012
Nevada,Percent from Federal Government,36,2013
Nevada,Percent from Fees / Other,61,2009
Nevada,Percent from Fees / Other,62,2010
Nevada,Percent from Fees / Other,62,2011
Nevada,Percent from Fees / Other,54,2011_old
Nevada,Percent from Fees / Other,54,2012
Nevada,Percent from Fees / Other,64,2013
Nevada,Percent from General Fund,2,2009
Nevada,Percent from General Fund,1,2010
Nevada,Percent from General Fund,1,2011
Nevada,Percent from General Fund,0,2011_old
Nevada,Percent from General Fund,0,2012
Nevada,Percent from General Fund,0,2013
Nevada,Status of Budget,Actual,2009
Nevada,Status of Budget,Legislatively Approved,2010
Nevada,Status of Budget,Legislatively Approved,2011
Nevada,Status of Budget,Final,2011_old
Nevada,Status of Budget,Current,2012
Nevada,Status of Budget,Projected,2013
Nevada,Status of Budget,Approved,2013_old
Nevada,Status of Budget,Approved,2014
Nevada,Status of Budget,Approved,2015
Nevada,Status of Budget,Legislatively Approved,2016
Nevada,Status of Budget,Legislatively Approved,2016_old
Nevada,Status of Budget,Legislatively Approved,2017
Nevada,Status of Budget,Legislatively Approved,2018
Nevada,Status of Budget,Legislatively Approved,2019
Nevada,Status of Budget,Legislatively Approved,2020
Nevada,Status of Budget,Legislatively Approved,2021
Nevada,Status of Budget,Legislatively Approved,2022
Nevada,Status of Budget,Legislatively Approved,2023
New Hampshire,Amount from Federal Government,74720522,2013_old
New Hampshire,Amount from Federal Government,54552843,2014
New Hampshire,Amount from Federal Government,54756472,2015
New Hampshire,Amount from Federal Government,69668325,2016
New Hampshire,Amount from Federal Government,69668325,2016_old
New Hampshire,Amount from Federal Government,71574461,2017
New Hampshire,Amount from Federal Government,65778144,2018
New Hampshire,Amount from Federal Government,60694491,2019
New Hampshire,Amount from Federal Government,61835177,2020
New Hampshire,Amount from Federal Government,60358118,2021
New Hampshire,Amount from Federal Government,248193335,2022
New Hampshire,Amount from Federal Government,89184930,2023
New Hampshire,Amount from Fees / Other,110962837,2013_old
New Hampshire,Amount from Fees / Other,102912492,2014
New Hampshire,Amount from Fees / Other,102780151,2015
New Hampshire,Amount from Fees / Other,187489026,2016
New Hampshire,Amount from Fees / Other,187489026,2016_old
New Hampshire,Amount from Fees / Other,109757331,2017
New Hampshire,Amount from Fees / Other,149779588,2018
New Hampshire,Amount from Fees / Other,207429864,2019
New Hampshire,Amount from Fees / Other,212524805,2020
New Hampshire,Amount from Fees / Other,151645138,2021
New Hampshire,Amount from Fees / Other,260916578,2022
New Hampshire,Amount from Fees / Other,177482725,2023
New Hampshire,Amount from General Fund,14350958,2013_old
New Hampshire,Amount from General Fund,19806123,2014
New Hampshire,Amount from General Fund,19245271,2015
New Hampshire,Amount from General Fund,18049168,2016
New Hampshire,Amount from General Fund,18049168,2016_old
New Hampshire,Amount from General Fund,21892854,2017
New Hampshire,Amount from General Fund,18779542,2018
New Hampshire,Amount from General Fund,19129352,2019
New Hampshire,Amount from General Fund,27709573,2020
New Hampshire,Amount from General Fund,41675170,2021
New Hampshire,Amount from General Fund,48835694,2022
New Hampshire,Amount from General Fund,72378249,2023
New Hampshire,Amount of Budget from SRF,Included,2011_old
New Hampshire,Amount of Budget from SRF,Included,2012
New Hampshire,Amount of Budget from SRF,Included,2013
New Hampshire,Environmental Agency Budget,225939534,2011_old
New Hampshire,Environmental Agency Budget,210905558,2012
New Hampshire,Environmental Agency Budget,202450251,2013
New Hampshire,Environmental Agency Budget,200034317,2013_old
New Hampshire,Environmental Agency Budget,177271458,2014
New Hampshire,Environmental Agency Budget,176781894,2015
New Hampshire,Environmental Agency Budget,275206519,2016
New Hampshire,Environmental Agency Budget,275206519,2016_old
New Hampshire,Environmental Agency Budget,203224646,2017
New Hampshire,Environmental Agency Budget,234337274,2018
New Hampshire,Environmental Agency Budget,287253707,2019
New Hampshire,Environmental Agency Budget,302069555,2020
New Hampshire,Environmental Agency Budget,253678426,2021
New Hampshire,Environmental Agency Budget,557945607,2022
New Hampshire,Environmental Agency Budget,339045904,2023
New Hampshire,Percent from Federal Government,31.93,2011_old
New Hampshire,Percent from Federal Government,36.74,2012
New Hampshire,Percent from Federal Government,37.80,2013
New Hampshire,Percent from Federal Government,25.31,2016
New Hampshire,Percent from Federal Government,25.31,2016_old
New Hampshire,Percent from Federal Government,35.22,2017
New Hampshire,Percent from Federal Government,28.07,2018
New Hampshire,Percent from Federal Government,21.13,2019
New Hampshire,Percent from Federal Government,20.47,2020
New Hampshire,Percent from Federal Government,23.79,2021
New Hampshire,Percent from Federal Government,44.48,2022
New Hampshire,Percent from Federal Government,26.3,2023
New Hampshire,Percent from Fees / Other,59.18,2011_old
New Hampshire,Percent from Fees / Other,54.94,2012
New Hampshire,Percent from Fees / Other,54.48,2013
New Hampshire,Percent from Fees / Other,68.13,2016
New Hampshire,Percent from Fees / Other,68.13,2016_old
New Hampshire,Percent from Fees / Other,54.01,2017
New Hampshire,Percent from Fees / Other,63.92,2018
New Hampshire,Percent from Fees / Other,72.21,2019
New Hampshire,Percent from Fees / Other,70.36,2020
New Hampshire,Percent from Fees / Other,59.78,2021
New Hampshire,Percent from Fees / Other,46.76,2022
New Hampshire,Percent from Fees / Other,52.35,2023
New Hampshire,Percent from General Fund,8.89,2011_old
New Hampshire,Percent from General Fund,8.32,2012
New Hampshire,Percent from General Fund,7.72,2013
New Hampshire,Percent from General Fund,6.56,2016
New Hampshire,Percent from General Fund,6.56,2016_old
New Hampshire,Percent from General Fund,10.77,2017
New Hampshire,Percent from General Fund,8.01,2018
New Hampshire,Percent from General Fund,6.66,2019
New Hampshire,Percent from General Fund,9.17,2020
New Hampshire,Percent from General Fund,16.43,2021
New Hampshire,Percent from General Fund,8.75,2022
New Hampshire,Percent from General Fund,21.35,2023
New Hampshire,Status of Budget,Final,2011_old
New Hampshire,Status of Budget,Current,2012
New Hampshire,Status of Budget,Proposed,2013
New Hampshire,Status of Budget,Final,2013_old
New Hampshire,Status of Budget,Final,2014
New Hampshire,Status of Budget,Final,2015
New Hampshire,Status of Budget,Final,2016
New Hampshire,Status of Budget,Final,2016_old
New Hampshire,Status of Budget,Final,2017
New Hampshire,Status of Budget,Final,2018
New Hampshire,Status of Budget,Final,2019
New Hampshire,Status of Budget,Final,2020
New Hampshire,Status of Budget,Final,2021
New Hampshire,Status of Budget,Final,2022
New Hampshire,Status of Budget,Final,2023
New Jersey,Amount from Federal Government,132394000,2016
New Jersey,Amount from Federal Government,"Amount from Federal
Gov?t (e.g. U.S. EPA)",2016_old
New Jersey,Amount from Federal Government,146628000,2017
New Jersey,Amount from Federal Government,146930000,2018
New Jersey,Amount from Federal Government,142005000,2019
New Jersey,Amount from Federal Government,125301069,2020
New Jersey,Amount from Federal Government,131935607,2021
New Jersey,Amount from Federal Government,283569025,2022
New Jersey,Amount from Federal Government,324157035,2023
New Jersey,Amount from Fees / Other,249258000,2016
New Jersey,Amount from Fees / Other,Amount from Fees Other,2016_old
New Jersey,Amount from Fees / Other,269556000,2017
New Jersey,Amount from Fees / Other,315687000,2018
New Jersey,Amount from Fees / Other,329395000,2019
New Jersey,Amount from Fees / Other,296208734,2020
New Jersey,Amount from Fees / Other,357890354,2021
New Jersey,Amount from Fees / Other,346975545,2022
New Jersey,Amount from Fees / Other,396587795,2023
New Jersey,Amount from General Fund,111591000,2016
New Jersey,Amount from General Fund,"Amount from General
Fund",2016_old
New Jersey,Amount from General Fund,103352000,2017
New Jersey,Amount from General Fund,111872000,2018
New Jersey,Amount from General Fund,105168000,2019
New Jersey,Amount from General Fund,133825000,2020
New Jersey,Amount from General Fund,194810000,2021
New Jersey,Amount from General Fund,204534000,2022
New Jersey,Amount from General Fund,233003000,2023
New Jersey,Amount of Budget from SRF,Included,2011_old
New Jersey,Amount of Budget from SRF,Included,2012
New Jersey,Amount of Budget from SRF,Included,2013
New Jersey,Environmental Agency Budget,145635000,2011_old
New Jersey,Environmental Agency Budget,178138000,2012
New Jersey,Environmental Agency Budget,196236000,2013
New Jersey,Environmental Agency Budget,493243000,2016
New Jersey,Environmental Agency Budget,"Environmental Agency
Budget",2016_old
New Jersey,Environmental Agency Budget,519536000,2017
New Jersey,Environmental Agency Budget,574489000,2018
New Jersey,Environmental Agency Budget,576568000,2019
New Jersey,Environmental Agency Budget,555334803,2020
New Jersey,Environmental Agency Budget,684635961,2021
New Jersey,Environmental Agency Budget,835078570,2022
New Jersey,Environmental Agency Budget,953747830,2023
New Jersey,Percent from Federal Government,11.03,2011_old
New Jersey,Percent from Federal Government,32.21,2012
New Jersey,Percent from Federal Government,32.54,2013
New Jersey,Percent from Federal Government,26.84,2016
New Jersey,Percent from Federal Government,28.22,2017
New Jersey,Percent from Federal Government,25.58,2018
New Jersey,Percent from Federal Government,24.63,2019
New Jersey,Percent from Federal Government,22.56,2020
New Jersey,Percent from Federal Government,19.27,2021
New Jersey,Percent from Federal Government,33.96,2022
New Jersey,Percent from Federal Government,33.99,2023
New Jersey,Percent from Fees / Other,16.33,2011_old
New Jersey,Percent from Fees / Other,11.75,2012
New Jersey,Percent from Fees / Other,10.80,2013
New Jersey,Percent from Fees / Other,50.53,2016
New Jersey,Percent from Fees / Other,51.88,2017
New Jersey,Percent from Fees / Other,54.95,2018
New Jersey,Percent from Fees / Other,57.13,2019
New Jersey,Percent from Fees / Other,53.34,2020
New Jersey,Percent from Fees / Other,52.27,2021
New Jersey,Percent from Fees / Other,41.55,2022
New Jersey,Percent from Fees / Other,41.58,2023
New Jersey,Percent from General Fund,72.63,2011_old
New Jersey,Percent from General Fund,56.04,2012
New Jersey,Percent from General Fund,56.65,2013
New Jersey,Percent from General Fund,22.62,2016
New Jersey,Percent from General Fund,19.89,2017
New Jersey,Percent from General Fund,19.47,2018
New Jersey,Percent from General Fund,18.24,2019
New Jersey,Percent from General Fund,24.1,2020
New Jersey,Percent from General Fund,28.45,2021
New Jersey,Percent from General Fund,24.49,2022
New Jersey,Percent from General Fund,24.43,2023
New Jersey,Status of Budget,Actual,2011_old
New Jersey,Status of Budget,Appropriated,2012
New Jersey,Status of Budget,Recommended,2013
New Jersey,Status of Budget,Approved,2016
New Jersey,Status of Budget,Budget Status,2016_old
New Jersey,Status of Budget,Approved,2017
New Jersey,Status of Budget,Approved,2018
New Jersey,Status of Budget,Approved,2019
New Jersey,Status of Budget,Approved,2020
New Jersey,Status of Budget,Approved,2021
New Jersey,Status of Budget,Approved,2022
New Jersey,Status of Budget,Approved,2023
New Mexico,Amount from Federal Government,25589066,2016
New Mexico,Amount from Federal Government,"Amount from Federal
Gov?t (e.g. U.S. EPA)",2016_old
New Mexico,Amount from Federal Government,28960231,2017
New Mexico,Amount from Federal Government,26956866,2018
New Mexico,Amount from Federal Government,23105690,2019
New Mexico,Amount from Federal Government,28510540,2020
New Mexico,Amount from Federal Government,29966341,2021
New Mexico,Amount from Federal Government,34931210,2022
New Mexico,Amount from Federal Government,49037696,2023
New Mexico,Amount from Fees / Other,11024182,2020
New Mexico,Amount from Fees / Other,11192631,2021
New Mexico,Amount from Fees / Other,12436033,2022
New Mexico,Amount from Fees / Other,13775006,2023
New Mexico,Amount from General Fund,8437645,2016
New Mexico,Amount from General Fund,"Amount from General
Fund",2016_old
New Mexico,Amount from General Fund,7590786,2017
New Mexico,Amount from General Fund,7022195,2018
New Mexico,Amount from General Fund,7182290,2019
New Mexico,Amount from General Fund,12656000,2020
New Mexico,Amount from General Fund,13406942,2021
New Mexico,Amount from General Fund,15507700,2022
New Mexico,Amount from General Fund,19489500,2023
New Mexico,Environmental Agency Budget,84821175,2016
New Mexico,Environmental Agency Budget,"Environmental Agency
Budget",2016_old
New Mexico,Environmental Agency Budget,88038741,2017
New Mexico,Environmental Agency Budget,84597945,2018
New Mexico,Environmental Agency Budget,79161523,2019
New Mexico,Environmental Agency Budget,80812760,2020
New Mexico,Environmental Agency Budget,86606895,2021
New Mexico,Environmental Agency Budget,98021635,2022
New Mexico,Environmental Agency Budget,138855838,2023
New Mexico,Percent from Federal Government,30.17,2016
New Mexico,Percent from Federal Government,32.89,2017
New Mexico,Percent from Federal Government,31.86,2018
New Mexico,Percent from Federal Government,29.19,2019
New Mexico,Percent from Federal Government,35.28,2020
New Mexico,Percent from Federal Government,34.6,2021
New Mexico,Percent from Federal Government,35.64,2022
New Mexico,Percent from Federal Government,35.32,2023
New Mexico,Percent from Fees / Other,13.64,2020
New Mexico,Percent from Fees / Other,12.92,2021
New Mexico,Percent from Fees / Other,12.69,2022
New Mexico,Percent from Fees / Other,9.92,2023
New Mexico,Percent from General Fund,9.95,2016
New Mexico,Percent from General Fund,8.62,2017
New Mexico,Percent from General Fund,8.3,2018
New Mexico,Percent from General Fund,9.07,2019
New Mexico,Percent from General Fund,15.66,2020
New Mexico,Percent from General Fund,15.48,2021
New Mexico,Percent from General Fund,15.82,2022
New Mexico,Percent from General Fund,14.04,2023
New Mexico,Status of Budget,Appropriated,2016
New Mexico,Status of Budget,Budget Status,2016_old
New Mexico,Status of Budget,Appropriated,2017
New Mexico,Status of Budget,Appropriated,2018
New Mexico,Status of Budget,Appropriated,2019
New Mexico,Status of Budget,Appropriated,2020
New Mexico,Status of Budget,Appropriated,2021
New Mexico,Status of Budget,Appropriated,2022
New Mexico,Status of Budget,Appropriated,2023
New York,Amount from Federal Government,306526026,2013_old
New York,Amount from Federal Government,331906048,2014
New York,Amount from Federal Government,210299484,2015
New York,Amount from Federal Government,243425294,2020
New York,Amount from Federal Government,63944757,2021
New York,Amount from Federal Government,225318944,2022
New York,Amount from Federal Government,370850474,2023
New York,Amount from Fees / Other,401790320,2013_old
New York,Amount from Fees / Other,390918388,2014
New York,Amount from Fees / Other,370670568,2015
New York,Amount from Fees / Other,594643876,2020
New York,Amount from Fees / Other,517115288,2021
New York,Amount from Fees / Other,668556647,2022
New York,Amount from Fees / Other,644527019,2023
New York,Amount from General Fund,64905903,2013_old
New York,Amount from General Fund,67656174,2014
New York,Amount from General Fund,65367869,2015
New York,Amount from General Fund,75570324,2020
New York,Amount from General Fund,72625806,2021
New York,Amount from General Fund,95872550,2022
New York,Amount from General Fund,91175473,2023
New York,Amount of Budget from SRF,226694000,2011_old
New York,Amount of Budget from SRF,216715000,2012
New York,Environmental Agency Budget,773222249,2013_old
New York,Environmental Agency Budget,790480610,2014
New York,Environmental Agency Budget,646337921,2015
New York,Environmental Agency Budget,628314657,2016
New York,Environmental Agency Budget,628314657,2016_old
New York,Environmental Agency Budget,757143170,2017
New York,Environmental Agency Budget,714103026,2018
New York,Environmental Agency Budget,903617555,2019
New York,Environmental Agency Budget,913639494,2020
New York,Environmental Agency Budget,653685851,2021
New York,Environmental Agency Budget,989748141,2022
New York,Environmental Agency Budget,1106552966,2023
New York,Environmental Agency Budget (SRF Added),735172855,2011_old
New York,Environmental Agency Budget (SRF Added),793843946,2012
New York,Environmental Agency Budget (SRF Added),666526514,2013
New York,Percent from Federal Government,15.00,2011_old
New York,Percent from Federal Government,17.00,2012
New York,Percent from Federal Government,15.00,2013
New York,Percent from Federal Government,26.64,2020
New York,Percent from Federal Government,9.78,2021
New York,Percent from Federal Government,22.77,2022
New York,Percent from Federal Government,33.51,2023
New York,Percent from Fees / Other,57.00,2011_old
New York,Percent from Fees / Other,52.00,2012
New York,Percent from Fees / Other,57.00,2013
New York,Percent from Fees / Other,65.09,2020
New York,Percent from Fees / Other,79.11,2021
New York,Percent from Fees / Other,67.55,2022
New York,Percent from Fees / Other,58.25,2023
New York,Percent from General Fund,28.00,2011_old
New York,Percent from General Fund,31.00,2012
New York,Percent from General Fund,28.00,2013
New York,Percent from General Fund,8.27,2020
New York,Percent from General Fund,11.11,2021
New York,Percent from General Fund,9.69,2022
New York,Percent from General Fund,8.24,2023
New York,Status of Budget,Actual,2011_old
New York,Status of Budget,Actual,2012
New York,Status of Budget,Projected,2013
New York,Status of Budget,Final,2013_old
New York,Status of Budget,Final,2014
New York,Status of Budget,Final,2015
New York,Status of Budget,Final,2016
New York,Status of Budget,Final,2016_old
New York,Status of Budget,Final,2017
New York,Status of Budget,Final,2018
New York,Status of Budget,Final,2019
New York,Status of Budget,Final Expended Annual Report,2020
New York,Status of Budget,Final Expended Annual Report,2021
New York,Status of Budget,Final Expended Annual Report,2022
New York,Status of Budget,Final Expended Annual Report,2023
North Carolina,Amount from Federal Government,143499066,2016
North Carolina,Amount from Federal Government,143499066,2016_old
North Carolina,Amount from Federal Government,149773265,2017
North Carolina,Amount from Federal Government,159249543,2018
North Carolina,Amount from Federal Government,150905053,2019
North Carolina,Amount from Federal Government,224276081,2020
North Carolina,Amount from Federal Government,171055851,2021
North Carolina,Amount from Federal Government,2016233067,2022
North Carolina,Amount from Federal Government,944533992,2023
North Carolina,Amount from Fees / Other,262939781,2020
North Carolina,Amount from Fees / Other,167471452,2021
North Carolina,Amount from Fees / Other,551285960,2022
North Carolina,Amount from Fees / Other,745407756,2023
North Carolina,Amount from General Fund,65009487,2016
North Carolina,Amount from General Fund,65009487,2016_old
North Carolina,Amount from General Fund,65164586,2017
North Carolina,Amount from General Fund,59628216,2018
North Carolina,Amount from General Fund,59118149,2019
North Carolina,Amount from General Fund,84128128,2020
North Carolina,Amount from General Fund,98568749,2021
North Carolina,Amount from General Fund,107042602,2022
North Carolina,Amount from General Fund,106101235,2023
North Carolina,Amount of Budget from SRF,Included,2011_old
North Carolina,Amount of Budget from SRF,Included,2012
North Carolina,Amount of Budget from SRF,Included,2013
North Carolina,Environmental Agency Budget,492814022,2009
North Carolina,Environmental Agency Budget,340943272,2010
North Carolina,Environmental Agency Budget,361361090,2011
North Carolina,Environmental Agency Budget,390815728,2011_old
North Carolina,Environmental Agency Budget,393512955,2012
North Carolina,Environmental Agency Budget,388875321,2013
North Carolina,Environmental Agency Budget,610086275,2016
North Carolina,Environmental Agency Budget,610086275,2016_old
North Carolina,Environmental Agency Budget,580451194,2017
North Carolina,Environmental Agency Budget,603390104,2018
North Carolina,Environmental Agency Budget,602889653,2019
North Carolina,Environmental Agency Budget,733363735,2020
North Carolina,Environmental Agency Budget,677021176,2021
North Carolina,Environmental Agency Budget,2486863668,2022
North Carolina,Environmental Agency Budget,1894379410,2023
North Carolina,Percent from Federal Government,29,2009
North Carolina,Percent from Federal Government,31.80,2010
North Carolina,Percent from Federal Government,30.20,2011
North Carolina,Percent from Federal Government,49.93,2011_old
North Carolina,Percent from Federal Government,36.45,2012
North Carolina,Percent from Federal Government,36.89,2013
North Carolina,Percent from Federal Government,23.52,2016
North Carolina,Percent from Federal Government,23.52,2016_old
North Carolina,Percent from Federal Government,25.8,2017
North Carolina,Percent from Federal Government,26.39,2018
North Carolina,Percent from Federal Government,25.03,2019
North Carolina,Percent from Federal Government,30.58,2020
North Carolina,Percent from Federal Government,25.27,2021
North Carolina,Percent from Federal Government,81.08,2022
North Carolina,Percent from Federal Government,49.86,2023
North Carolina,Percent from Fees / Other,16.50,2009
North Carolina,Percent from Fees / Other,36.20,2010
North Carolina,Percent from Fees / Other,30.40,2011
North Carolina,Percent from Fees / Other,29.82,2011_old
North Carolina,Percent from Fees / Other,30.34,2012
North Carolina,Percent from Fees / Other,30.42,2013
North Carolina,Percent from Fees / Other,35.85,2020
North Carolina,Percent from Fees / Other,24.74,2021
North Carolina,Percent from Fees / Other,22.17,2022
North Carolina,Percent from Fees / Other,39.35,2023
North Carolina,Percent from General Fund,54.50,2009
North Carolina,Percent from General Fund,32.00,2010
North Carolina,Percent from General Fund,39.40,2011
North Carolina,Percent from General Fund,20.25,2011_old
North Carolina,Percent from General Fund,33.21,2012
North Carolina,Percent from General Fund,32.69,2013
North Carolina,Percent from General Fund,10.66,2016
North Carolina,Percent from General Fund,10.66,2016_old
North Carolina,Percent from General Fund,11.23,2017
North Carolina,Percent from General Fund,9.88,2018
North Carolina,Percent from General Fund,9.81,2019
North Carolina,Percent from General Fund,11.47,2020
North Carolina,Percent from General Fund,14.56,2021
North Carolina,Percent from General Fund,4.3,2022
North Carolina,Percent from General Fund,5.6,2023
North Carolina,Status of Budget,Final,2009
North Carolina,Status of Budget,Current,2010
North Carolina,Status of Budget,Proposed,2011
North Carolina,Status of Budget,Final,2011_old
North Carolina,Status of Budget,Current,2012
North Carolina,Status of Budget,Proposed,2013
North Carolina,Status of Budget,Enacted,2016
North Carolina,Status of Budget,Enacted,2016_old
North Carolina,Status of Budget,Enacted,2017
North Carolina,Status of Budget,Enacted,2018
North Carolina,Status of Budget,Enacted,2019
North Carolina,Status of Budget,Enacted,2020
North Carolina,Status of Budget,Enacted,2021
North Carolina,Status of Budget,Enacted,2022
North Carolina,Status of Budget,Enacted,2023
North Dakota,Amount from Federal Government,12621348,2013_old
North Dakota,Amount from Federal Government,11538033,2014
North Dakota,Amount from Federal Government,11538033,2015
North Dakota,Amount from Federal Government,11300944,2016
North Dakota,Amount from Federal Government,11300944,2016_old
North Dakota,Amount from Federal Government,10140117,2017
North Dakota,Amount from Federal Government,9741408,2018
North Dakota,Amount from Federal Government,10700325,2019
North Dakota,Amount from Fees / Other,2863558,2013_old
North Dakota,Amount from Fees / Other,3437355,2014
North Dakota,Amount from Fees / Other,3437355,2015
North Dakota,Amount from General Fund,3591468,2013_old
North Dakota,Amount from General Fund,4442133,2014
North Dakota,Amount from General Fund,4442133,2015
North Dakota,Amount from General Fund,5229011,2016
North Dakota,Amount from General Fund,5229011,2016_old
North Dakota,Amount from General Fund,6415065,2017
North Dakota,Amount from General Fund,4527120,2018
North Dakota,Amount from General Fund,6645068,2019
North Dakota,Amount from General Fund,4568713,2020
North Dakota,Amount from General Fund,7294969,2021
North Dakota,Amount from General Fund,6068718,2022
North Dakota,Amount from General Fund,6399617,2023
North Dakota,Amount of Budget from SRF,Included,2011_old
North Dakota,Amount of Budget from SRF,Included,2012
North Dakota,Amount of Budget from SRF,Included,2013
North Dakota,Environmental Agency Budget,23285782,2011_old
North Dakota,Environmental Agency Budget,24077698,2012
North Dakota,Environmental Agency Budget,24077698,2013
North Dakota,Environmental Agency Budget,19076375,2013_old
North Dakota,Environmental Agency Budget,19417521,2014
